,town,latitude,longitude,country
601,Hammondville,-33.94827,150.95211,Australia
602,Hanwood,-34.33095,146.04137,Australia
603,Harrington,-31.88306,152.65924,Australia
604,Harrington Park,-34.02405,150.73501,Australia
605,Harris Park,-33.82285,151.00781,Australia
606,Hassall Grove,-33.73349,150.83542,Australia
607,Hawkesbury,-33.34078,150.783,Australia
608,Hawks Nest,-32.66755,152.17831,Australia
609,Hay,-34.54276,144.83826,Australia
610,Haymarket,-33.87868,151.20526,Australia
611,Hazelbrook,-33.72446,150.45839,Australia
612,Heathcote,-34.0841,151.01305,Australia
613,Hebersham,-33.74582,150.82385,Australia
614,Heckenberg,-33.90828,150.88982,Australia
615,Heddon Greta,-32.80204,151.51327,Australia
616,Helensburgh,-34.17836,150.99522,Australia
617,Henty,-35.52094,147.03426,Australia
618,Hill Top,-34.34792,150.4955,Australia
619,Hillsdale,-33.95151,151.22784,Australia
620,Hillston,-33.48266,145.53525,Australia
621,Hillvue,-31.12756,150.90711,Australia
622,Hinchinbrook,-33.91878,150.86314,Australia
623,Hobartville,-33.60435,150.74299,Australia
624,Holbrook,-35.721,147.31605,Australia
625,Holmesville,-32.91667,151.58333,Australia
626,Holroyd,-33.83078,150.99725,Australia
627,Holsworthy,-33.98333,150.96667,Australia
628,Homebush,-33.86667,151.08333,Australia
629,Homebush West,-33.86269,151.06696,Australia
630,Horningsea Park,-33.94341,150.84528,Australia
631,Hornsby,-33.70244,151.09931,Australia
632,Hornsby Heights,-33.6713,151.09428,Australia
633,Hornsby Shire,-33.58315,151.10953,Australia
634,Horsley,-34.48763,150.77799,Australia
635,Horsley Park,-33.84322,150.84889,Australia
636,Howlong,-35.98197,146.63248,Australia
637,Hoxton Park,-33.93126,150.85412,Australia
638,Hunters Hill,-33.83437,151.1451,Australia
639,Hunterview,-32.54343,151.17717,Australia
640,Hurlstone Park,-33.90988,151.12867,Australia
641,Hurstville,-33.9677,151.10149,Australia
642,Hurstville Grove,-33.97993,151.09029,Australia
643,Illawong,-34.0,151.03333,Australia
644,Iluka,-29.40147,153.35112,Australia
645,Ingleburn,-34.0,150.86667,Australia
646,Inverell,-29.31526,151.04187,Australia
647,Islington,-32.91388,151.74739,Australia
648,Jamberoo,-34.64745,150.77464,Australia
649,Jamisontown,-33.76797,150.67681,Australia
650,Jannali,-34.01643,151.06065,Australia
651,Jerilderie,-35.35757,145.72962,Australia
652,Jerrabomberra,-35.38441,149.20248,Australia
653,Jesmond,-32.90275,151.69072,Australia
654,Jewells,-33.01386,151.68308,Australia
655,Jilliby,-33.22605,151.41684,Australia
656,Jindabyne,-36.41745,148.62254,Australia
657,Jindera,-35.95474,146.88852,Australia
658,Jordan Springs,-33.72138,150.72873,Australia
659,Junction Hill,-29.64113,152.92491,Australia
660,Junee,-34.86819,147.58273,Australia
661,Kahibah,-32.96175,151.71251,Australia
662,Kanahooka,-34.4916,150.80817,Australia
663,Kandos,-32.85772,149.96832,Australia
664,Kanwal,-33.253,151.4911,Australia
665,Kapooka,-35.15693,147.28439,Australia
666,Karabar,-35.37595,149.2328,Australia
667,Kareela,-34.01336,151.08345,Australia
668,Kariong,-33.43972,151.29453,Australia
669,Karuah,-32.65389,151.9604,Australia
670,Katoomba,-33.71977,150.30739,Australia
671,Kearns,-34.02191,150.80082,Australia
672,Keiraville,-34.41667,150.86667,Australia
673,Kellyville,-33.71028,150.95095,Australia
674,Kellyville Ridge,-33.70156,150.9179,Australia
675,Kelso,-33.41667,149.6,Australia
676,Kemps Creek,-33.88059,150.78761,Australia
677,Kempsey,-30.90553,152.68608,Australia
678,Kendall,-31.63295,152.70393,Australia
679,Kensington,-33.92019,151.22241,Australia
680,Kenthurst,-33.65527,151.00503,Australia
681,Kew,-31.63602,152.72662,Australia
682,Kiama,-34.67124,150.84572,Australia
683,Kiama Downs,-34.63341,150.85456,Australia
684,Kilaben Bay,-33.02395,151.59197,Australia
685,Killara,-33.76604,151.16213,Australia
686,Killarney Heights,-33.77451,151.22028,Australia
687,Killarney Vale,-33.36319,151.45799,Australia
688,King Creek,-31.49237,152.75658,Australia
689,Kings Langley,-33.75005,150.93542,Australia
690,Kings Park,-33.7432,150.90761,Australia
691,Kingscliff,-28.25983,153.57816,Australia
692,Kingsford,-33.92399,151.22749,Australia
693,Kingsgrove,-33.93932,151.09928,Australia
694,Kingswood Park,-33.76651,150.7144,Australia
695,Kirrawee,-34.03831,151.06903,Australia
696,Kirribilli,-33.84867,151.2162,Australia
697,Kogarah,-33.9681,151.13564,Australia
698,Kogarah Bay,-33.97951,151.12119,Australia
699,Koonawarra,-34.50212,150.80855,Australia
700,Kooringal,-35.14069,147.3768,Australia
701,Kootingal,-31.05857,151.0535,Australia
702,Korora,-30.2462,153.11487,Australia
703,Kosciuszko National Park,-36.26436,148.48179,Australia
704,Kotara,-32.94282,151.69585,Australia
705,Kotara South,-32.95261,151.69076,Australia
706,Ku-ring-gai,-33.72701,151.14877,Australia
707,Kurnell,-34.01088,151.20512,Australia
708,Kurraba Point,-33.84235,151.22256,Australia
709,Kurrajong Heights,-33.52772,150.62907,Australia
710,Kurri Kurri,-32.81933,151.47908,Australia
711,Kyle Bay,-33.98787,151.09939,Australia
712,Kyogle,-28.64643,152.77871,Australia
713,Lachlan,-32.79999,146.87556,Australia
714,Lake Albert,-35.16667,147.38333,Australia
715,Lake Cargelligo,-33.29884,146.37296,Australia
716,Lake Cathie,-31.55183,152.85465,Australia
717,Lake Haven,-33.24303,151.50434,Australia
718,Lake Heights,-34.48433,150.86649,Australia
719,Lake Illawarra,-34.54658,150.85645,Australia
720,Lake Macquarie Shire,-33.03756,151.5347,Australia
721,Lake Munmorah,-33.19716,151.5824,Australia
722,Lakelands,-32.96185,151.64972,Australia
723,Lakemba,-33.91972,151.07592,Australia
724,Lakewood,-31.6321,152.7582,Australia
725,Lalor Park,-33.7609,150.93123,Australia
726,Lambton,-32.91667,151.7,Australia
727,Lane Cove,-33.82321,151.17028,Australia
728,Lane Cove North,-33.80543,151.16638,Australia
729,Lane Cove West,-33.81613,151.15145,Australia
730,Lansvale,-33.90073,150.95078,Australia
731,Largs,-32.7,151.6,Australia
732,Lavington,-36.03976,146.93958,Australia
733,Lawrence,-29.4921,153.09689,Australia
734,Lawson,-33.72064,150.42975,Australia
735,Leeton,-34.52967,146.26918,Australia
736,Leichhardt,-33.88341,151.15625,Australia
737,Lemon Tree Passage,-32.73047,152.03859,Australia
738,Lennox Head,-28.79131,153.59201,Australia
739,Leonay,-33.76542,150.64806,Australia
740,Leppington,-33.96983,150.79675,Australia
741,Lethbridge Park,-33.73716,150.80042,Australia
742,Leumeah,-34.05,150.83333,Australia
743,Leura,-33.71667,150.33333,Australia
744,Lewisham,-33.89719,151.14883,Australia
745,Liberty Grove,-33.84095,151.08402,Australia
746,Lidcombe,-33.86436,151.0397,Australia
747,Lightning Ridge,-29.42743,147.97865,Australia
748,Lilli Pilli,-34.0683,151.11574,Australia
749,Lilyfield,-33.87499,151.1653,Australia
750,Lindfield,-33.78333,151.16667,Australia
751,Lisarow,-33.38333,151.36667,Australia
752,Lismore,-28.81354,153.2773,Australia
753,Lismore Heights,-28.80102,153.30048,Australia
754,Lismore Municipality,-28.8,153.26667,Australia
755,Lithgow,-33.32025,150.18584,Australia
756,Little Bay,-33.97899,151.24299,Australia
757,Liverpool,-33.92418,150.91232,Australia
758,Liverpool Plains,-31.47024,150.42001,Australia
759,Llanarth,-33.39687,149.55105,Australia
760,Llandilo,-33.71286,150.7465,Australia
761,Lockhart,-35.32193,146.79354,Australia
762,Loftus,-34.04467,151.04646,Australia
763,Londonderry,-33.64656,150.73515,Australia
764,Long Beach,-35.70833,150.24483,Australia
765,Long Jetty,-33.35917,151.48834,Australia
766,Longueville,-33.83285,151.16531,Australia
767,Lorn,-32.72701,151.57245,Australia
768,Luddenham,-33.8785,150.68863,Australia
769,Lugarno,-33.98267,151.04184,Australia
770,Lurnea,-33.93539,150.89673,Australia
771,Macksville,-30.7078,152.92029,Australia
772,Maclean,-29.4581,153.19753,Australia
773,Macmasters Beach,-33.49663,151.42215,Australia
774,Macquarie Fields,-33.99206,150.89307,Australia
775,Macquarie Hills,-32.95111,151.64461,Australia
776,Macquarie Links,-33.98454,150.87027,Australia
777,Macquarie Park,-33.78105,151.12757,Australia
778,Maitland,-32.73308,151.5574,Australia
779,Maitland city centre,-32.73263,151.55331,Australia
780,Maitland Municipality,-32.73333,151.55,Australia
781,Malabar,-33.96216,151.24796,Australia
782,Malua Bay,-35.79382,150.22833,Australia
783,Mangerton,-34.43667,150.87167,Australia
784,Manilla,-30.74748,150.71974,Australia
785,Manly,-33.79798,151.28826,Australia
786,Manly Vale,-33.78457,151.262,Australia
787,Mannering Park,-33.1581,151.53477,Australia
788,Maraylya,-33.59221,150.91979,Australia
789,Marayong,-33.74824,150.89272,Australia
790,Mardi,-33.29368,151.4015,Australia
791,Marks Point,-33.05645,151.64955,Australia
792,Maroubra,-33.95,151.23333,Australia
793,Marrickville,-33.90741,151.15546,Australia
794,Marsfield,-33.77784,151.10574,Australia
795,Marulan,-34.70836,150.00966,Australia
796,Maryland,-32.87888,151.66143,Australia
797,Maryville,-32.91121,151.75543,Australia
798,Mascot,-33.92598,151.19347,Australia
799,Matraville,-33.96344,151.23195,Australia
800,Mayfield,-32.89793,151.73613,Australia
801,Mayfield East,-32.90031,151.74972,Australia
802,Mayfield West,-32.89195,151.72711,Australia
803,McGraths Hill,-33.61551,150.83372,Australia
804,McMahons Point,-33.84492,151.20307,Australia
805,Meadowbank,-33.81668,151.08861,Australia
806,Medowie,-32.7415,151.8676,Australia
807,Melrose Park,-33.81491,151.07208,Australia
808,Menai,-34.01667,151.01667,Australia
809,Menangle,-34.12675,150.73868,Australia
810,Merewether,-32.94801,151.74325,Australia
811,Merewether Heights,-32.94733,151.73565,Australia
812,Merimbula,-36.88901,149.90961,Australia
813,Merriwa,-32.13922,150.35562,Australia
814,Merrylands,-33.83333,150.98333,Australia
815,Merrylands West,-33.83269,150.96906,Australia
816,Metford,-32.76497,151.6094,Australia
817,Mid-Western Regional,-32.60202,149.76748,Australia
818,Middle Cove,-33.7928,151.21248,Australia
819,Middleton Grange,-33.91704,150.84186,Australia
820,Miller,-33.92089,150.88469,Australia
821,Millers Point,-33.85957,151.20406,Australia
822,Millthorpe,-33.44601,149.18539,Australia
823,Milperra,-33.93934,150.98148,Australia
824,Milsons Point,-33.846,151.21192,Australia
825,Milton,-35.31644,150.4361,Australia
826,Minchinbury,-33.78724,150.82956,Australia
827,Minto,-34.03333,150.85,Australia
828,Miranda,-34.03857,151.10005,Australia
829,Mitchell,-33.42732,149.55674,Australia
830,Mittagong,-34.45002,150.44572,Australia
831,Moama,-36.10413,144.7608,Australia
832,Mollymook,-35.34107,150.46952,Australia
833,Mollymook Beach,-35.32966,150.47173,Australia
834,Molong,-33.09233,148.87002,Australia
835,Mona Vale,-33.67757,151.30307,Australia
836,Monterey,-33.9725,151.1481,Australia
837,Moonbi,-31.01775,151.07062,Australia
838,Moonee Beach,-30.20575,153.15293,Australia
839,Moorebank,-33.94372,150.95657,Australia
840,Moree,-29.46278,149.84157,Australia
841,Moree Plains,-29.32131,149.58121,Australia
842,Morisset,-33.10801,151.48706,Australia
843,Morpeth,-32.73333,151.63333,Australia
844,Mortdale,-33.96897,151.07231,Australia
845,Mortlake,-33.84217,151.10719,Australia
846,Moruya,-35.9125,150.08144,Australia
847,Mosman,-33.82845,151.24866,Australia
848,Moss Vale,-34.55374,150.37115,Australia
849,Mount Annan,-34.05287,150.75984,Australia
850,Mount Austin,-35.13684,147.35304,Australia
851,Mount Colah,-33.68333,151.11667,Australia
852,Mount Druitt,-33.76667,150.81667,Australia
853,Mount Hutton,-32.98329,151.67012,Australia
854,Mount Keira,-34.39678,150.85268,Australia
855,Mount Kembla,-34.42881,150.82161,Australia
856,Mount Kuring-Gai,-33.64197,151.12865,Australia
857,Mount Lewis,-33.9175,151.04828,Australia
858,Mount Ousley,-34.40213,150.88786,Australia
859,Mount Pleasant,-34.39531,150.86658,Australia
860,Mount Pritchard,-33.90295,150.90465,Australia
861,Mount Riverview,-33.73074,150.63532,Australia
862,Mount Saint Thomas,-34.44333,150.87222,Australia
863,Mount Vernon,-33.86036,150.81007,Australia
864,Mount Warrigal,-34.54804,150.83752,Australia
865,Mudgee,-32.59426,149.5871,Australia
866,Mulgoa,-33.838,150.64963,Australia
867,Mullumbimby,-28.55236,153.49956,Australia
868,Mulwala,-35.98536,146.00534,Australia
869,Murrumbateman,-34.97199,149.02985,Australia
870,Murrurundi,-31.76422,150.83575,Australia
871,Murwillumbah,-28.32732,153.39339,Australia
872,Muswellbrook,-32.48935,150.69839,Australia
873,Nabiac,-32.09837,152.37627,Australia
874,Nambucca,-30.63333,152.98333,Australia
875,Nambucca Heads,-30.64318,153.00884,Australia
876,Nambucca Shire,-30.70829,152.71024,Australia
877,Nana Glen,-30.13333,153.01667,Australia
878,Narara,-33.39593,151.33527,Australia
879,Narellan,-34.04338,150.73236,Australia
880,Narellan Vale,-34.04974,150.74392,Australia
881,Naremburn,-33.81698,151.20079,Australia
882,Narooma,-36.21783,150.13247,Australia
883,Narrabeen,-33.71277,151.29736,Australia
884,Narrabri,-30.32779,149.60242,Australia
885,Narrandera,-34.59107,146.53197,Australia
886,Narrawallee,-35.31243,150.46351,Australia
887,Narraweena,-33.75519,151.27659,Australia
888,Narromine,-32.23174,147.97591,Australia
889,Narwee,-33.94653,151.06919,Australia
890,Nelson Bay,-32.72043,152.14398,Australia
891,Neutral Bay,-33.83784,151.2175,Australia
892,New Lambton,-32.92838,151.7085,Australia
893,New Lambton Heights,-32.92466,151.69364,Australia
894,Newcastle,-32.92953,151.7801,Australia
895,Newcastle city centre,-32.92885,151.7774,Australia
896,Newcastle East,-32.92771,151.7884,Australia
897,Newington,-33.83488,151.05703,Australia
898,Newport,-33.65639,151.31401,Australia
899,Newtown,-33.89835,151.17754,Australia
900,Niagara Park,-33.37638,151.3486,Australia
901,Nimbin,-28.59545,153.22336,Australia
902,Noraville,-33.26785,151.55352,Australia
903,Normanhurst,-33.7237,151.09576,Australia
904,North Albury,-36.05745,146.92995,Australia
905,North Avoca,-33.45608,151.43511,Australia
906,North Balgowlah,-33.78631,151.24801,Australia
907,North Boambee Valley,-30.31295,153.06925,Australia
908,North Bondi,-33.88787,151.28075,Australia
909,North Curl Curl,-33.76434,151.29727,Australia
910,North Epping,-33.75944,151.09248,Australia
911,North Gosford,-33.414,151.3516,Australia
912,North Haven,-31.6368,152.81357,Australia
913,North Lambton,-32.90605,151.70574,Australia
914,North Manly,-33.77561,151.26921,Australia
915,North Narrabeen,-33.70935,151.29607,Australia
916,North Nowra,-34.85822,150.57479,Australia
917,North Parramatta,-33.79351,151.00124,Australia
918,North Richmond,-33.58117,150.71942,Australia
919,North Rocks,-33.77223,151.01718,Australia
920,North Ryde,-33.79677,151.12436,Australia
921,North St Marys,-33.75491,150.78435,Australia
922,North Strathfield,-33.85693,151.09124,Australia
923,North Sydney,-33.83422,151.21019,Australia
924,North Tamworth,-31.07862,150.92219,Australia
925,North Turramurra,-33.71313,151.14638,Australia
926,North Wahroonga,-33.70531,151.12278,Australia
927,North Willoughby,-33.79563,151.20067,Australia
928,North Wollongong,-34.40569,150.89763,Australia
929,Northbridge,-33.81313,151.21728,Australia
930,Northmead,-33.78378,150.99858,Australia
931,Nowra,-34.88422,150.60036,Australia
932,Nowra Hill,-34.92845,150.57243,Australia
933,Nyngan,-31.56375,147.19373,Australia
934,Oak Flats,-34.56229,150.82193,Australia
935,Oakdale,-34.0793,150.5132,Australia
936,Oakhurst,-33.73883,150.83837,Australia
937,Oakville,-33.61558,150.88006,Australia
938,Oatlands,-33.79595,151.02712,Australia
939,Oatley,-33.98004,151.07201,Australia
940,Oberon,-33.84531,149.81795,Australia
941,Ocean Shores,-28.5093,153.5376,Australia
942,Old Bar,-31.9694,152.58807,Australia
943,Old Erowal Bay,-35.0846,150.64568,Australia
944,Old Guildford,-33.86429,150.98395,Australia
945,Old Toongabbie,-33.78763,150.96897,Australia
946,Oran Park,-34.00564,150.74032,Australia
947,Orange,-33.28397,149.10018,Australia
948,Orange Municipality,-33.32834,149.12294,Australia
949,Orangeville,-34.03108,150.60179,Australia
950,Orchard Hills,-33.7823,150.71088,Australia
951,Ourimbah,-33.31424,151.33031,Australia
952,Oxley Park,-33.77072,150.79502,Australia
953,Oxley Vale,-31.06316,150.9006,Australia
954,Oyster Bay,-34.00407,151.07588,Australia
955,Paddington,-33.88419,151.23151,Australia
956,Padstow,-33.95687,151.03191,Australia
957,Padstow Heights,-33.9674,151.03991,Australia
958,Pagewood,-33.94137,151.21093,Australia
959,Palm Beach,-33.59664,151.32384,Australia
960,Panania,-33.95366,150.99733,Australia
961,Parkes,-32.82318,148.02514,Australia
962,Parklea,-33.72439,150.9182,Australia
963,Parramatta,-33.81248,151.00262,Australia
964,Peak Hill,-32.72387,148.19052,Australia
965,Peakhurst,-33.96288,151.05161,Australia
966,Peakhurst Heights,-33.97735,151.05557,Australia
967,Pemulwuy,-33.82274,150.92395,Australia
968,Pendle Hill,-33.80402,150.95543,Australia
969,Pennant Hills,-33.73783,151.07216,Australia
970,Penrith,-33.75,150.7,Australia
971,Penrith Municipality,-33.75,150.7,Australia
972,Penshurst,-33.96667,151.08333,Australia
973,Petersham,-33.8946,151.15495,Australia
974,Phillip,-31.13333,150.85,Australia
975,Picnic Point,-33.98062,150.99661,Australia
976,Picton,-34.16995,150.61168,Australia
977,Pitt Town,-33.58718,150.85857,Australia
978,Plumpton,-33.75184,150.83686,Australia
979,Point Clare,-33.44378,151.32732,Australia
980,Point Frederick,-33.44036,151.34322,Australia
981,Point Piper,-33.86667,151.25,Australia
982,Pokolbin,-32.8,151.28333,Australia
983,Port Hacking,-34.06791,151.12561,Australia
984,Port Kembla,-34.4818,150.9012,Australia
985,Port Macquarie,-31.43084,152.90894,Australia
986,Port Macquarie-Hastings,-31.42106,152.51916,Australia
987,Port Stephens Shire,-32.72855,151.89952,Australia
988,Portland,-33.35709,149.98148,Australia
989,Potts Point,-33.86701,151.22586,Australia
990,Pottsville,-28.3874,153.55857,Australia
991,Pottsville Beach,-28.38853,153.56564,Australia
992,Prairiewood,-33.86325,150.90521,Australia
993,Prestons,-33.94185,150.8717,Australia
994,Primbee,-34.50358,150.8795,Australia
995,Prospect,-33.80154,150.91358,Australia
996,Punchbowl,-33.92893,151.05111,Australia
997,Putney,-33.82613,151.1063,Australia
998,Pymble,-33.74386,151.14188,Australia
999,Pyrmont,-33.86985,151.19402,Australia
1000,Quakers Hill,-33.73333,150.88333,Australia
1001,Queanbeyan,-35.35493,149.232,Australia
1002,Queanbeyan East,-35.34625,149.24596,Australia
1003,Queanbeyan West,-35.35497,149.20412,Australia
1004,Queens Park,-33.89946,151.24724,Australia
1005,Queenscliff,-33.78278,151.28495,Australia
1006,Quirindi,-31.50763,150.67902,Australia
1007,Raby,-34.01846,150.81764,Australia
1008,Raglan,-33.41667,149.66667,Australia
1009,Ramsgate,-33.9822,151.14,Australia
1010,Ramsgate Beach,-33.98523,151.14634,Australia
1011,Randwick,-33.91667,151.25,Australia
1012,Rankin Park,-32.92516,151.68016,Australia
1013,Rathmines,-33.03773,151.58443,Australia
1014,Raworth,-32.73333,151.61667,Australia
